columna,patron_ola1_ola2_ola3,cobertura_ola1,cobertura_ola2,cobertura_ola3,clasificacion
cabecera_vivia,100,0.133,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cabecera_vivia5,100,0.391,0.0,0.0,EXCLUIDA_NO_EN_OLA2
califica_salud,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cancer_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cancer_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo1,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo10,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo11,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo12,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo2,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo3,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo4,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo5,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo6,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo7,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo8,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo9,100,0.018,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cargo_cr,100,0.183,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cerebral_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cerebral_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cod_oficio,100,0.141,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cod_oficio2_ta,100,0.148,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cod_oficio_trabajaba,100,0.148,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cod_programa_1,100,0.014,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cod_rama,100,0.184,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cod_rama1,100,0.184,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cod_rama1_ta,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cod_rama_trabajaba,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
contabilidad,100,0.141,0.0,0.0,EXCLUIDA_NO_EN_OLA2
corazon_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
corazon_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
coronaria_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
coronaria_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cotiza_fp,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ1_ma,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ1_no,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ1_ta,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ2_ma,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ2_no,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ2_ta,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ3_ma,100,0.187,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ3_no,100,0.076,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ3_ta,100,0.186,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ4_ma,100,0.158,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ4_no,100,0.075,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ4_ta,100,0.153,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ5_ma,100,0.096,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ5_no,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ5_ta,100,0.081,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ6_ma,100,0.036,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_activ6_ta,100,0.03,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_asisteorg1,100,0.079,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_asisteorg2,100,0.011,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cr_ganaba_in,100,0.145,0.0,0.0,EXCLUIDA_NO_EN_OLA2
crlider_org1,100,0.073,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cuando_monto,100,0.253,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cuantas_unionesm,100,0.08,0.0,0.0,EXCLUIDA_NO_EN_OLA2
cuidado_personal,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
dejo_trabajo,100,0.103,0.0,0.0,EXCLUIDA_NO_EN_OLA2
depresion_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
depresion_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
des_oficio2_ta,100,0.148,0.0,0.0,EXCLUIDA_NO_EN_OLA2
des_rama1_ta,100,0.148,0.0,0.0,EXCLUIDA_NO_EN_OLA2
des_rama_trabajaba,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
descrip_rama,100,0.184,0.0,0.0,EXCLUIDA_NO_EN_OLA2
descripcion_ciiu_2digitos,100,0.141,0.0,0.0,EXCLUIDA_NO_EN_OLA2
descripcion_cno,100,0.14,0.0,0.0,EXCLUIDA_NO_EN_OLA2
descripcion_cno_2digitos,100,0.141,0.0,0.0,EXCLUIDA_NO_EN_OLA2
desde_edad_1,100,0.012,0.0,0.0,EXCLUIDA_NO_EN_OLA2
desempleado,100,0.141,0.0,0.0,EXCLUIDA_NO_EN_OLA2
diabetes_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
diabetes_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
dif_ninguna,100,0.198,0.0,0.0,EXCLUIDA_NO_EN_OLA2
disp_pagar_vr,100,0.062,0.0,0.0,EXCLUIDA_NO_EN_OLA2
disp_recibir,100,0.133,0.0,0.0,EXCLUIDA_NO_EN_OLA2
edad_hijo_mayor,100,0.288,0.0,0.0,EXCLUIDA_NO_EN_OLA2
edad_hijo_mayora,100,0.023,0.0,0.0,EXCLUIDA_NO_EN_OLA2
edad_hijo_mayorm,100,0.023,0.0,0.0,EXCLUIDA_NO_EN_OLA2
edad_primert,100,0.114,0.0,0.0,EXCLUIDA_NO_EN_OLA2
edad_retirot,100,0.148,0.0,0.0,EXCLUIDA_NO_EN_OLA2
edad_tenia_ds,100,0.015,0.0,0.0,EXCLUIDA_NO_EN_OLA2
educ_madre,100,0.504,0.0,0.0,EXCLUIDA_NO_EN_OLA2
educ_padre,100,0.661,0.0,0.0,EXCLUIDA_NO_EN_OLA2
empleo2,100,0.141,0.0,0.0,EXCLUIDA_NO_EN_OLA2
empleo2_ta,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
enfermedad_m,100,0.504,0.0,0.0,EXCLUIDA_NO_EN_OLA2
enfermedad_p,100,0.661,0.0,0.0,EXCLUIDA_NO_EN_OLA2
espalda_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
espalda_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
estaba_fp,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
estaba_sss,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
ev_ning,100,0.593,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fexpers,100,1.0,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fpers,100,1.0,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero,100,0.183,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero1,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero10,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero11,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero12,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero2,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero3,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero4,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero5,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero6,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero7,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero8,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fue_jornalero9,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
fundo_negocio,100,0.062,0.003,0.0,EXCLUIDA_NO_EN_OLA2
gastritis_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
gastritis_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hijos_hombres_unionm,100,0.332,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hijos_mujeres_unionm,100,0.332,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv1_ma,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv1_no,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv1_ta,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv2_ma,100,0.187,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv2_no,100,0.164,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv2_ta,100,0.186,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv3_ma,100,0.158,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv3_no,100,0.075,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv3_ta,100,0.153,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv4_ma,100,0.096,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv4_no,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv4_ta,100,0.081,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv5_ma,100,0.036,0.0,0.0,EXCLUIDA_NO_EN_OLA2
hor_aactv5_ta,100,0.03,0.0,0.0,EXCLUIDA_NO_EN_OLA2
horas_2,100,0.012,0.0,0.0,EXCLUIDA_NO_EN_OLA2
horas_conseguir_t,100,0.012,0.0,0.0,EXCLUIDA_NO_EN_OLA2
horas_normal_pt,100,0.114,0.0,0.0,EXCLUIDA_NO_EN_OLA2
horas_normal_ta,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
id_dpto_vivia,100,0.128,0.0,0.0,EXCLUIDA_NO_EN_OLA2
id_dpto_vivia5,100,0.042,0.0,0.0,EXCLUIDA_NO_EN_OLA2
id_mpio_vivia,100,0.128,0.0,0.0,EXCLUIDA_NO_EN_OLA2
id_mpio_vivia5,100,0.042,0.0,0.0,EXCLUIDA_NO_EN_OLA2
inc_libros,100,0.039,0.0,0.0,EXCLUIDA_NO_EN_OLA2
inc_otros,100,0.039,0.0,0.0,EXCLUIDA_NO_EN_OLA2
inc_salidasp,100,0.039,0.0,0.0,EXCLUIDA_NO_EN_OLA2
inc_solom,100,0.039,0.0,0.0,EXCLUIDA_NO_EN_OLA2
incapac_perm,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
informante,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
ing_hextras,100,0.043,0.0,0.0,EXCLUIDA_NO_EN_OLA2
lugar_nacimiento,100,0.593,0.0,0.0,EXCLUIDA_NO_EN_OLA2
lugar_vivia,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
lugar_vivia5,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
malestar,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
medio_busco,100,0.017,0.01,0.009,EXCLUIDA_NO_EN_OLA2
mes_inicio,101,0.054,0.008,0.014,EXCLUIDA_NO_EN_OLA2
mes_retiro,100,0.017,0.0,0.0,EXCLUIDA_NO_EN_OLA2
meses_busc_trab,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
meses_dejo_trab,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
meses_duro,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
meses_retiro,100,0.025,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ1_ma,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ1_no,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ1_ta,100,0.189,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ2_ma,100,0.187,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ2_no,100,0.164,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ2_ta,100,0.186,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ3_ma,100,0.158,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ3_no,100,0.075,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ3_ta,100,0.153,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ4_ma,100,0.096,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ4_no,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ4_ta,100,0.081,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ5_ma,100,0.036,0.0,0.0,EXCLUIDA_NO_EN_OLA2
min_activ5_ta,100,0.03,0.0,0.0,EXCLUIDA_NO_EN_OLA2
movilidad,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
n_empleados_pt,100,0.067,0.0,0.0,EXCLUIDA_NO_EN_OLA2
n_empleados_tenia,100,0.074,0.0,0.0,EXCLUIDA_NO_EN_OLA2
nhoras_org1,100,0.073,0.0,0.0,EXCLUIDA_NO_EN_OLA2
nombre_empresa,100,0.141,0.0,0.0,EXCLUIDA_NO_EN_OLA2
noprof_enfe,100,0.024,0.0,0.0,EXCLUIDA_NO_EN_OLA2
noson_hogar,100,0.035,0.0,0.0,EXCLUIDA_NO_EN_OLA2
ocupacion_pt,100,0.114,0.0,0.0,EXCLUIDA_NO_EN_OLA2
ocupacion_tenia,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
oficio_trabajaba,100,0.148,0.0,0.0,EXCLUIDA_NO_EN_OLA2
orden_pariente,100,1.0,0.0,0.0,EXCLUIDA_NO_EN_OLA2
org_ninguna,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
otras_unionesm,100,0.369,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pago_bono,100,0.115,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pago_complem,100,0.115,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pago_matricula,100,0.115,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pago_pension,100,0.115,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pago_uniformes,100,0.115,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pago_utiles,100,0.115,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pariente,100,1.0,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pinc_aliment,100,0.014,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pinc_otros,100,0.014,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pinc_solop,100,0.014,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pinc_transp,100,0.014,0.0,0.0,EXCLUIDA_NO_EN_OLA2
porcentaje_participacion,100,0.062,0.003,0.0,EXCLUIDA_NO_EN_OLA2
ppt,100,0.114,0.0,0.0,EXCLUIDA_NO_EN_OLA2
presion_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
presion_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
prev_nousa,100,0.593,0.0,0.0,EXCLUIDA_NO_EN_OLA2
proyecto,100,0.014,0.0,0.0,EXCLUIDA_NO_EN_OLA2
pta,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
ptd_org1,100,0.073,0.0,0.0,EXCLUIDA_NO_EN_OLA2
razon_jornalero,100,0.052,0.0,0.0,EXCLUIDA_NO_EN_OLA2
razon_llego,100,0.051,0.0,0.0,EXCLUIDA_NO_EN_OLA2
razon_noahorra,100,0.251,0.0,0.0,EXCLUIDA_NO_EN_OLA2
razon_novivia,100,0.117,0.0,0.0,EXCLUIDA_NO_EN_OLA2
razon_nsfinan,100,0.039,0.0,0.0,EXCLUIDA_NO_EN_OLA2
razon_retiro_in,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
razon_retiro_pt,100,0.114,0.0,0.0,EXCLUIDA_NO_EN_OLA2
rec_nada,100,0.115,0.0,0.0,EXCLUIDA_NO_EN_OLA2
recibia_pt,100,0.107,0.0,0.0,EXCLUIDA_NO_EN_OLA2
regimen,101,0.369,0.0,0.356,EXCLUIDA_NO_EN_OLA2
rinon_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
rinon_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
sindicato,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
sss,100,0.032,0.0,0.0,EXCLUIDA_NO_EN_OLA2
sss_porque,100,0.137,0.0,0.0,EXCLUIDA_NO_EN_OLA2
sss_pt,100,0.114,0.0,0.0,EXCLUIDA_NO_EN_OLA2
sub_aliment,100,0.043,0.0,0.0,EXCLUIDA_NO_EN_OLA2
sub_familiar,100,0.043,0.0,0.0,EXCLUIDA_NO_EN_OLA2
sub_transp,100,0.043,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_abr,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_act_cotidiana,100,0.022,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_ago,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_angustia,100,0.077,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_dejo_trabajar,100,0.045,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_dic,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_ene,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_este_hogar,100,0.043,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_feb,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_jul,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_jun,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_malestar,100,0.105,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_mar,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_may,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_movilidad,100,0.038,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_nov,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_oct,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_sep,100,0.016,0.0,0.0,EXCLUIDA_NO_EN_OLA2
t_tod,100,0.043,0.0,0.0,EXCLUIDA_NO_EN_OLA2
tam_empresa,100,0.141,0.0,0.0,EXCLUIDA_NO_EN_OLA2
tamano_pt,100,0.114,0.0,0.0,EXCLUIDA_NO_EN_OLA2
tamano_tenia,100,0.149,0.0,0.0,EXCLUIDA_NO_EN_OLA2
tiempo_anos,100,0.369,0.0,0.0,EXCLUIDA_NO_EN_OLA2
tiempo_meses,100,0.369,0.0,0.0,EXCLUIDA_NO_EN_OLA2
trabajo_antes,100,0.158,0.0,0.0,EXCLUIDA_NO_EN_OLA2
trabajo_madre,100,0.504,0.0,0.0,EXCLUIDA_NO_EN_OLA2
trabajo_padre,100,0.661,0.0,0.0,EXCLUIDA_NO_EN_OLA2
trabajo_ultimo12,100,0.183,0.0,0.0,EXCLUIDA_NO_EN_OLA2
trabajo_ultimo12_cuantos,100,0.043,0.0,0.0,EXCLUIDA_NO_EN_OLA2
tratar_enfe,100,0.094,0.0,0.0,EXCLUIDA_NO_EN_OLA2
tratar_odon,100,0.013,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vih_m,100,0.235,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vih_p,100,0.204,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vivia_con,100,0.392,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vivido_otro5,100,0.051,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vivido_siempre5,100,0.345,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_alimentos_pago,100,0.015,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_beca,100,0.019,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_bonos,100,0.029,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_complem,100,0.029,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_empleo2,100,0.011,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_enfe,100,0.094,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_ganaba_in,100,0.025,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_ingmen_ase,100,0.062,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_matricula,100,0.039,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_negocio,100,0.062,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_odon,100,0.013,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_pension,100,0.014,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_recibia_pt,100,0.012,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_salario_acep,100,0.022,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_salario_disp,100,0.017,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_subalimentacion,100,0.03,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_subfamiliar,100,0.032,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_subtransporte,100,0.031,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_ult_hosp,100,0.056,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_uniformes,100,0.076,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_utiles,100,0.099,0.0,0.0,EXCLUIDA_NO_EN_OLA2
vr_vivienda_pago,100,0.012,0.0,0.0,EXCLUIDA_NO_EN_OLA2
asist_agremia,000,0.0,0.01,0.01,EXCLUIDA_OTRO_PATRON
crlider_org2,000,0.01,0.0,0.0,EXCLUIDA_OTRO_PATRON
es_buscatrabajo,000,0.0,0.0,0.01,EXCLUIDA_OTRO_PATRON
nhoras_org2,000,0.01,0.0,0.0,EXCLUIDA_OTRO_PATRON
pareja_embarazo,000,0.0,0.0,0.01,EXCLUIDA_OTRO_PATRON
primer_busca,000,0.0,0.0,0.01,EXCLUIDA_OTRO_PATRON
ptd_org2,000,0.01,0.0,0.0,EXCLUIDA_OTRO_PATRON
_merge,001,0.0,0.0,0.46,EXCLUIDA_SOLO_OLA3
activ_especfq10,001,0.0,0.0,0.46,EXCLUIDA_SOLO_OLA3
activ_especfq20,001,0.0,0.0,0.46,EXCLUIDA_SOLO_OLA3
activ_especfq30,001,0.0,0.0,0.46,EXCLUIDA_SOLO_OLA3
activ_especfq40,001,0.0,0.0,0.46,EXCLUIDA_SOLO_OLA3
activ_especfq50,001,0.0,0.0,0.46,EXCLUIDA_SOLO_OLA3
adq_otra_cual,001,0.0,0.0,0.755,EXCLUIDA_SOLO_OLA3
ano_hijo1h,001,0.0,0.0,0.13,EXCLUIDA_SOLO_OLA3
ano_hijo1m,001,0.0,0.0,0.128,EXCLUIDA_SOLO_OLA3
ano_hijo2h,001,0.0,0.0,0.057,EXCLUIDA_SOLO_OLA3
ano_hijo2m,001,0.0,0.0,0.054,EXCLUIDA_SOLO_OLA3
ano_hijo3h,001,0.0,0.0,0.022,EXCLUIDA_SOLO_OLA3
ano_hijo3m,001,0.0,0.0,0.018,EXCLUIDA_SOLO_OLA3
ano_mig2010,001,0.0,0.0,0.034,EXCLUIDA_SOLO_OLA3
ano_mig2013,001,0.0,0.0,0.024,EXCLUIDA_SOLO_OLA3
asiste,001,0.0,0.0,0.074,EXCLUIDA_SOLO_OLA3
banca_movil,001,0.0,0.0,0.117,EXCLUIDA_SOLO_OLA3
beca_pilopaga,001,0.0,0.0,0.053,EXCLUIDA_SOLO_OLA3
cno2_oficio2014,001,0.0,0.0,0.148,EXCLUIDA_SOLO_OLA3
comes_amigos,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
comes_empleada,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
comes_familiar,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
comes_fuera,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
comes_hermano,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
comes_mama,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
comes_papa,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
comes_solo,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
conocen_amigos,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
controla_proyectos,001,0.0,0.0,0.088,EXCLUIDA_SOLO_OLA3
cr_ayudas_entgob,001,0.0,0.0,0.391,EXCLUIDA_SOLO_OLA3
cr_ayudas_entpriv,001,0.0,0.0,0.391,EXCLUIDA_SOLO_OLA3
cr_palimenticia,001,0.0,0.0,0.391,EXCLUIDA_SOLO_OLA3
cr_pensiones,001,0.0,0.0,0.391,EXCLUIDA_SOLO_OLA3
cree_migrar,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
edad_tot_meses,001,0.0,0.0,0.074,EXCLUIDA_SOLO_OLA3
ejugar_celular,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
encuestada_2013,001,0.0,0.0,0.57,EXCLUIDA_SOLO_OLA3
es_menor,001,0.0,0.0,0.233,EXCLUIDA_SOLO_OLA3
es_ptrabajo,001,0.0,0.0,0.267,EXCLUIDA_SOLO_OLA3
evitar_iva,001,0.0,0.0,0.226,EXCLUIDA_SOLO_OLA3
fecha_edad,001,0.0,0.0,0.168,EXCLUIDA_SOLO_OLA3
firma_paz,001,0.0,0.0,0.226,EXCLUIDA_SOLO_OLA3
fjugar_celular,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
fpers_2016,001,0.0,0.0,0.991,EXCLUIDA_SOLO_OLA3
haces_internet,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
identifica_proyectos,001,0.0,0.0,0.088,EXCLUIDA_SOLO_OLA3
int_alcalde,001,0.0,0.0,0.391,EXCLUIDA_SOLO_OLA3
int_junta,001,0.0,0.0,0.391,EXCLUIDA_SOLO_OLA3
int_lideres,001,0.0,0.0,0.391,EXCLUIDA_SOLO_OLA3
internet_consulta,001,0.0,0.0,0.117,EXCLUIDA_SOLO_OLA3
medid1_molestan,001,0.0,0.0,0.083,EXCLUIDA_SOLO_OLA3
medid2_molestan,001,0.0,0.0,0.071,EXCLUIDA_SOLO_OLA3
