columna,cobertura_ola1,cobertura_ola2,cobertura_ola3,clasificacion
se_calma25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
berrinche25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
repite25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
repite25_35cual,0.0,0.0102080123266563,0.0,EXCLUIDA_NO_EN_OLA1
gusta25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
hace_pide25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
interes25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
alterado25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
probl_alim25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
probl_alim25_35cual,0.0,0.0113636363636363,0.0,EXCLUIDA_NO_EN_OLA1
disfruta25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
mira_objeto25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
duerme25_35,0.0,0.047284283513097,0.0,EXCLUIDA_NO_EN_OLA1
avisa25_35,0.0,0.047284283513097,0.0,EXCLUIDA_NO_EN_OLA1
instrucciones25_35,0.0,0.047284283513097,0.0,EXCLUIDA_NO_EN_OLA1
labusca25_35,0.0,0.047284283513097,0.0,EXCLUIDA_NO_EN_OLA1
cambia_activ25_35,0.0,0.047284283513097,0.0,EXCLUIDA_NO_EN_OLA1
peligros25_35,0.0,0.047284283513097,0.0,EXCLUIDA_NO_EN_OLA1
destruye25_35,0.0,0.047284283513097,0.0,EXCLUIDA_NO_EN_OLA1
se_lastima25_35,0.0,0.047284283513097,0.0,EXCLUIDA_NO_EN_OLA1
